ID,Education,Marital_Status,Income,NumDealsPurchases,Age,Kids,Days_Enrolled,Total_Spend,CouponsAccepted,Total_Purchases,Recency_
2131,PhD,Single,62859.0,4,"(60, 70]",1,546,1307,0,19,2.642857142857143
2942,Graduation,Single,45906.0,2,"(50, 60]",1,418,486,1,13,1.4285714285714286
1173,Master,Relationship,77632.0,1,70,0,476,2252,3,12,5.214285714285714
4381,PhD,Relationship,46463.0,7,"(50, 60]",2,315,235,0,10,4.0
4611,Graduation,Relationship,105471.0,0,"(50, 60]",0,524,1724,3,30,2.5714285714285716
3376,Master,Single,55282.0,1,"(50, 60]",1,198,235,0,10,0.6428571428571429
4679,Master,Relationship,78710.0,3,"(40,50]",1,37,1092,0,25,3.0
10928,Graduation,Relationship,66886.0,2,"(60, 70]",1,286,599,0,15,2.0
4248,Master,Single,98777.0,0,"(60, 70]",0,132,2008,1,19,1.6428571428571428
6728,Graduation,Relationship,29103.0,2,"(30,40]",1,671,48,0,4,2.7142857142857144
6661,Graduation,Relationship,67445.0,5,"(40,50]",1,686,1174,0,27,4.5
4725,PhD,Relationship,50616.0,1,70,1,77,67,0,6,5.071428571428571
3277,Graduation,Single,49431.0,2,"(60, 70]",1,695,365,0,13,0.6428571428571429
5555,Graduation,Single,153924.0,0,"(40,50]",0,142,6,0,0,5.785714285714286
2564,Graduation,Relationship,61278.0,2,70,1,176,165,0,8,6.214285714285714
946,Master,Relationship,26490.0,2,"(60, 70]",0,645,210,0,9,6.571428571428571
3867,PhD,Relationship,73059.0,1,70,1,302,1095,0,25,2.5714285714285716
6940,PhD,Single,46734.0,4,"(50, 60]",3,251,223,1,8,6.142857142857143
55,Graduation,Relationship,56253.0,4,"(60, 70]",1,569,597,0,18,5.928571428571429
7093,Graduation,Relationship,19986.0,1,"(30,40]",1,227,22,0,3,5.285714285714286
5084,Graduation,Single,58330.0,1,"(40,50]",1,186,1064,0,23,6.214285714285714
1777,Basic,Relationship,25965.0,1,"(40,50]",0,660,74,0,5,2.0714285714285716
8162,Master,Relationship,14661.0,1,"(60, 70]",0,544,26,0,4,6.285714285714286
10826,Graduation,Relationship,18690.0,1,"(60, 70]",0,548,60,0,4,5.5
8754,PhD,Relationship,45068.0,1,"(40,50]",1,409,20,0,3,1.7857142857142858
1987,Basic,Single,21063.0,2,"(30,40]",1,277,59,0,5,2.4285714285714284
11007,PhD,Relationship,29187.0,1,"(50, 60]",1,416,34,0,4,3.0714285714285716
7426,Master,Relationship,54690.0,3,"(50, 60]",2,234,198,0,9,5.428571428571429
9153,PhD,Relationship,59304.0,3,"(50, 60]",1,335,1048,0,25,5.785714285714286
10379,Master,Single,59247.0,5,"(60, 70]",2,233,574,0,16,6.214285714285714
9204,Graduation,Single,66731.0,4,"(50, 60]",1,655,1029,0,13,2.357142857142857
3197,Graduation,Relationship,77353.0,2,"(40,50]",1,195,670,0,18,2.7142857142857144
2920,PhD,Single,52614.0,2,"(40,50]",1,575,990,0,14,4.5
6961,Graduation,Relationship,26751.0,1,"(40,50]",2,38,11,0,3,1.8571428571428572
4673,PhD,Relationship,81300.0,3,"(60, 70]",1,607,1241,2,18,1.2142857142857142
9937,Graduation,Single,70337.0,1,"(40,50]",0,178,576,0,16,5.357142857142857
8779,Master,Relationship,36145.0,4,"(30,40]",1,378,172,2,8,0.9285714285714286
9596,PhD,Single,65295.0,1,"(40,50]",0,188,664,0,19,1.3571428571428572
2891,Graduation,Single,68118.0,2,"(60, 70]",1,254,928,0,21,3.642857142857143
4910,Graduation,Single,68743.0,1,"(50, 60]",0,668,2074,0,29,5.785714285714286
75,Master,Relationship,41039.0,1,"(40,50]",0,339,467,0,14,2.2857142857142856
10120,Graduation,Relationship,38946.0,2,"(60, 70]",1,248,257,0,10,6.0
6327,Graduation,Relationship,65777.0,1,"(50, 60]",0,192,1146,0,16,6.214285714285714
10142,PhD,Single,66476.0,2,"(40,50]",1,479,689,0,18,7.071428571428571
9826,PhD,Single,86857.0,1,"(50, 60]",0,655,2114,1,21,6.857142857142857
1501,PhD,Relationship,160803.0,15,"(40,50]",0,694,1717,0,29,1.5
10767,PhD,Relationship,77845.0,1,"(30,40]",0,44,1346,2,20,2.857142857142857
7279,PhD,Relationship,69476.0,1,"(50, 60]",0,272,1044,0,14,0.21428571428571427
7230,PhD,Single,50611.0,6,"(60, 70]",1,633,493,2,16,7.0
143,Graduation,Single,61209.0,1,"(50, 60]",0,308,957,0,12,5.214285714285714
450,Master,Relationship,42315.0,3,"(60, 70]",1,352,270,0,9,6.428571428571429
9316,Basic,Relationship,13084.0,1,70,0,239,29,0,4,2.0714285714285716
6379,Master,Single,47570.0,3,70,2,396,121,1,6,0.21428571428571427
9239,Master,Relationship,61923.0,1,"(60, 70]",2,338,126,0,7,6.714285714285714
8315,Graduation,Single,34824.0,1,"(0,30]",0,95,23,0,3,4.642857142857143
2868,PhD,Single,26518.0,3,70,2,447,57,1,5,2.357142857142857
10888,Graduation,Single,45938.0,2,"(60, 70]",0,238,636,0,18,3.2857142857142856
1277,Graduation,Relationship,78468.0,1,"(60, 70]",0,81,1004,1,27,2.0714285714285716
9977,Graduation,Single,78901.0,3,"(50, 60]",1,285,734,0,17,7.071428571428571
10196,Graduation,Relationship,71427.0,2,"(40,50]",2,109,614,0,18,1.8571428571428572
6384,Graduation,Single,71022.0,3,"(40,50]",1,138,1453,1,18,2.142857142857143
8029,Master,Single,90247.0,1,"(30,40]",0,61,1621,4,14,1.9285714285714286
968,Master,Single,41335.0,3,"(50, 60]",1,185,187,0,9,1.7142857142857142
6988,Graduation,Relationship,71952.0,2,"(30,40]",1,535,1443,2,20,6.642857142857143
4472,PhD,Single,35682.0,1,"(50, 60]",1,2,57,0,5,2.4285714285714284
6991,Graduation,Single,43185.0,2,70,1,445,637,0,18,6.285714285714286
3336,PhD,Relationship,66375.0,3,70,1,220,948,1,11,6.857142857142857
4301,Master,Relationship,35178.0,1,"(50, 60]",1,535,59,2,4,0.7142857142857143
1940,Graduation,Relationship,25252.0,1,"(30,40]",1,352,18,0,3,1.8571428571428572
1272,Master,Single,55250.0,4,"(50, 60]",1,616,903,0,22,3.5
1388,Graduation,Single,33249.0,2,"(40,50]",1,494,112,0,6,0.7857142857142857
1044,Graduation,Relationship,58398.0,3,70,0,411,596,0,17,3.142857142857143
6969,Graduation,Relationship,50272.0,3,"(40,50]",1,326,233,0,10,5.357142857142857
10479,PhD,Relationship,76618.0,1,"(40,50]",0,569,1511,0,10,4.571428571428571
3619,Master,Single,87305.0,1,"(60, 70]",0,644,1152,2,16,1.3571428571428572
1715,Graduation,Relationship,25851.0,2,"(40,50]",1,503,48,0,5,3.2142857142857144
10159,Graduation,Single,58710.0,6,"(50, 60]",1,455,1185,0,25,5.5
1463,Graduation,Single,45160.0,1,"(60, 70]",2,92,21,0,3,0.6428571428571429
5114,Master,Relationship,74806.0,2,"(50, 60]",1,557,965,0,14,0.07142857142857142
4990,Graduation,Relationship,59111.0,1,"(60, 70]",0,423,869,0,20,6.428571428571429
4329,PhD,Relationship,18988.0,2,"(30,40]",1,37,16,0,4,3.0714285714285716
10936,Graduation,Relationship,72190.0,1,"(50, 60]",0,501,1947,0,15,5.642857142857143
4692,Graduation,Relationship,7500.0,5,"(40,50]",1,697,71,2,7,1.3571428571428572
7212,Graduation,Relationship,44794.0,1,"(50, 60]",1,21,65,0,5,7.071428571428571
6086,Graduation,Relationship,80395.0,1,"(60, 70]",0,218,1380,1,23,4.428571428571429
437,Master,Single,75012.0,1,"(40,50]",0,155,1027,0,22,2.9285714285714284
11171,Master,Relationship,56962.0,7,"(50, 60]",3,261,411,0,14,4.285714285714286
11101,Graduation,Relationship,89891.0,1,"(30,40]",0,440,836,1,25,1.2142857142857142
5329,PhD,Single,35946.0,1,70,2,275,11,0,3,1.7142857142857142
610,PhD,Relationship,53593.0,8,70,2,691,480,0,15,4.285714285714286
9384,Graduation,Relationship,66373.0,7,"(40,50]",2,382,606,0,16,4.071428571428571
5956,PhD,Single,45072.0,5,70,3,256,284,0,11,5.285714285714286
10430,Graduation,Single,89694.0,3,"(50, 60]",2,263,1472,3,11,1.5714285714285714
7875,Graduation,Relationship,72025.0,1,70,0,61,1677,4,25,3.2857142857142856
7072,Graduation,Relationship,67432.0,2,"(50, 60]",1,457,1335,0,17,4.928571428571429
6255,Master,Relationship,70545.0,1,70,1,26,334,0,12,2.0714285714285716
6516,Basic,Relationship,17487.0,1,"(30,40]",1,468,18,0,3,2.642857142857143
5564,Graduation,Relationship,62882.0,2,"(50, 60]",1,689,1338,0,18,1.8571428571428572
5682,PhD,Single,64108.0,4,70,1,463,1099,0,26,0.5714285714285714
7458,Master,Relationship,34941.0,2,"(60, 70]",2,480,97,0,6,1.8571428571428572
5237,PhD,Single,48767.0,3,70,3,179,63,0,6,5.642857142857143
7761,Master,Relationship,38702.0,2,"(40,50]",1,332,109,0,7,5.071428571428571
5278,Graduation,Relationship,82224.0,1,"(50, 60]",0,155,902,1,20,5.928571428571429
3560,Graduation,Relationship,83844.0,1,70,0,413,1574,1,19,4.071428571428571
7235,Master,Relationship,17003.0,3,"(40,50]",1,202,38,0,6,2.642857142857143
10548,Graduation,Single,71163.0,1,"(0,30]",0,112,960,0,23,2.142857142857143
2281,Graduation,Single,33697.0,1,"(50, 60]",1,287,28,1,3,2.4285714285714284
4073,Master,Relationship,63564.0,1,"(60, 70]",0,151,1215,2,27,0.0
6974,PhD,Relationship,83443.0,1,"(50, 60]",0,180,1497,0,21,6.357142857142857
7938,PhD,Relationship,51518.0,2,"(60, 70]",1,269,449,0,15,6.571428571428571
7094,Graduation,Single,58330.0,1,"(40,50]",1,186,1064,0,23,6.214285714285714
3667,Graduation,Relationship,80952.0,1,"(50, 60]",0,486,1757,4,24,1.4285714285714286
7723,Graduation,Relationship,75507.0,1,"(40,50]",0,58,1440,0,20,4.0
3870,Master,Relationship,63855.0,1,"(40,50]",0,505,1006,0,23,2.0
4012,PhD,Relationship,62220.0,5,"(50, 60]",1,687,1226,1,18,3.9285714285714284
5909,Graduation,Relationship,58512.0,5,"(50, 60]",1,283,1171,0,15,1.7857142857142858
10470,Master,Relationship,40662.0,2,"(40,50]",1,471,92,0,6,0.0
6488,PhD,Relationship,38829.0,1,"(60, 70]",1,84,99,0,7,6.142857142857143
10270,Master,Relationship,35523.0,2,"(40,50]",1,269,66,0,6,0.5714285714285714
6887,Graduation,Single,79146.0,2,"(50, 60]",2,66,564,0,17,2.357142857142857
6406,Master,Relationship,78285.0,1,"(30,40]",0,244,1427,0,20,0.9285714285714286
7573,PhD,Single,31626.0,1,"(40,50]",1,415,86,2,5,0.8571428571428571
4508,Graduation,Single,75127.0,1,70,0,38,833,0,18,6.571428571428571
221,Graduation,Relationship,48726.0,3,"(60, 70]",1,428,242,0,9,6.428571428571429
5331,Graduation,Relationship,74985.0,1,"(40,50]",0,656,1869,0,16,0.5714285714285714
1911,Graduation,Relationship,67430.0,1,"(30,40]",0,662,1364,0,28,0.42857142857142855
20,Master,Relationship,46891.0,1,"(50, 60]",1,301,183,0,7,6.5
8786,Master,Relationship,62058.0,4,"(60, 70]",1,399,450,0,14,3.7142857142857144
10582,Graduation,Relationship,72063.0,2,"(40,50]",1,361,758,0,19,0.21428571428571427
1915,PhD,Relationship,78939.0,1,70,0,199,1507,0,19,4.071428571428571
8897,Graduation,Single,42720.0,8,"(50, 60]",2,431,654,1,17,0.6428571428571429
2371,Graduation,Relationship,33622.0,3,"(50, 60]",2,442,81,0,6,1.5714285714285714
4303,PhD,Relationship,6835.0,0,"(60, 70]",1,568,137,0,1,5.428571428571429
6825,Graduation,Relationship,41452.0,1,70,2,480,16,0,3,6.142857142857143
1072,PhD,Single,40760.0,2,"(50, 60]",1,303,93,0,6,4.571428571428571
4964,PhD,Relationship,74250.0,1,"(60, 70]",0,154,1158,0,17,6.428571428571429
2461,Master,Single,51124.0,2,"(60, 70]",2,193,43,0,4,5.642857142857143
10736,Graduation,Single,72258.0,2,"(50, 60]",1,290,1525,0,20,2.0
3194,PhD,Single,71466.0,1,"(40,50]",0,85,1230,0,18,6.142857142857143
10839,Graduation,Relationship,36283.0,2,"(40,50]",2,76,29,0,4,3.0
49,Graduation,Single,20587.0,1,"(50, 60]",1,49,25,0,4,2.7857142857142856
4290,Graduation,Relationship,30467.0,1,"(50, 60]",1,102,24,0,3,0.5714285714285714
10219,Graduation,Relationship,31590.0,1,"(50, 60]",1,376,38,0,4,2.857142857142857
4211,Basic,Relationship,20425.0,2,"(30,40]",1,608,57,0,5,0.35714285714285715
1135,Master,Relationship,17144.0,5,"(60, 70]",2,134,47,0,7,6.857142857142857
6299,PhD,Single,42564.0,6,"(50, 60]",1,543,813,2,18,2.0
10846,Master,Relationship,43783.0,6,"(40,50]",1,31,629,1,16,1.5714285714285714
347,Graduation,Single,40780.0,4,"(40,50]",1,659,377,0,13,2.142857142857143
6543,Master,Relationship,62847.0,1,70,0,530,1612,0,13,3.2142857142857144
10446,PhD,Relationship,82017.0,1,"(60, 70]",0,599,729,4,16,4.142857142857143
3479,Graduation,Single,16813.0,1,70,0,345,50,1,5,3.5
11075,Graduation,Relationship,51267.0,4,"(40,50]",2,243,270,0,11,2.642857142857143
4442,Graduation,Single,46524.0,2,"(60, 70]",1,450,177,0,7,5.0
199,Master,Single,45183.0,1,"(60, 70]",0,525,315,1,12,2.357142857142857
6722,PhD,Relationship,70421.0,3,"(60, 70]",1,1,767,0,20,7.0
796,Master,Single,60161.0,3,"(50, 60]",1,614,1071,0,23,1.2142857142857142
3749,Graduation,Relationship,73926.0,1,"(50, 60]",0,484,1580,0,23,3.857142857142857
8523,Graduation,Relationship,19329.0,3,"(50, 60]",1,197,60,0,7,2.7857142857142856
310,Master,Relationship,61872.0,4,"(50, 60]",1,198,573,0,17,5.785714285714286
8629,Graduation,Single,46984.0,1,"(60, 70]",2,460,41,0,4,5.071428571428571
236,Graduation,Relationship,34838.0,3,70,2,526,170,0,7,4.428571428571429
9930,PhD,Single,82716.0,1,70,0,236,1167,0,27,0.5714285714285714
3483,Graduation,Relationship,48192.0,3,"(60, 70]",0,449,1526,4,22,5.428571428571429
4599,Master,Relationship,49681.0,6,"(40,50]",2,237,458,0,15,4.714285714285714
7326,Master,Relationship,56850.0,1,"(50, 60]",1,98,63,0,5,5.928571428571429
7352,Graduation,Relationship,55267.0,4,"(60, 70]",1,251,405,0,13,2.0
2350,Graduation,Relationship,59666.0,7,"(50, 60]",2,464,1027,1,13,6.214285714285714
9145,Graduation,Single,72504.0,2,"(50, 60]",1,449,1478,0,20,3.0714285714285716
2964,Graduation,Relationship,26872.0,1,"(40,50]",0,256,72,0,4,0.0
5585,Graduation,Single,21359.0,2,"(50, 60]",1,435,48,1,5,0.07142857142857142
9687,Graduation,Single,73170.0,1,"(40,50]",0,29,726,0,15,0.07142857142857142
3732,Master,Relationship,52750.0,6,"(60, 70]",1,510,860,0,21,5.142857142857143
6303,PhD,Relationship,91820.0,0,"(30,40]",0,218,1497,0,22,5.142857142857143
11176,PhD,Relationship,65968.0,2,"(50, 60]",1,48,495,0,16,0.8571428571428571
2986,Graduation,Relationship,30772.0,1,"(40,50]",2,109,20,0,3,6.357142857142857
7462,Graduation,Single,22507.0,3,"(60, 70]",0,582,570,0,16,4.785714285714286
3900,Graduation,Relationship,65685.0,1,"(50, 60]",1,92,769,0,20,3.857142857142857
7034,Master,Relationship,25804.0,2,"(40,50]",1,301,55,0,5,2.4285714285714284
9493,PhD,Single,76412.0,1,"(40,50]",0,420,1808,3,17,1.0714285714285714
1143,Graduation,Relationship,22063.0,2,"(50, 60]",1,325,55,0,5,3.0714285714285716
1,Graduation,Single,57091.0,1,"(60, 70]",0,14,577,2,17,0.0
3855,Graduation,Relationship,22419.0,1,"(60, 70]",0,437,162,0,7,5.285714285714286
5536,Graduation,Relationship,87771.0,1,"(60, 70]",1,403,1957,5,19,4.357142857142857
5989,Master,Single,78353.0,1,"(60, 70]",1,439,1576,0,23,3.642857142857143
9499,Graduation,Relationship,93404.0,3,"(60, 70]",3,418,1616,2,14,6.928571428571429
6768,Graduation,Single,37859.0,2,"(60, 70]",3,533,36,0,4,5.357142857142857
2150,PhD,Single,80995.0,1,"(60, 70]",1,414,1482,0,21,5.928571428571429
6646,Graduation,Relationship,16529.0,1,"(30,40]",1,120,22,0,4,1.6428571428571428
4887,PhD,Single,55412.0,1,"(40,50]",2,219,63,0,5,4.642857142857143
8560,Graduation,Single,48789.0,1,"(30,40]",0,657,680,0,17,6.714285714285714
3321,PhD,Relationship,56575.0,3,"(50, 60]",2,420,542,0,17,3.0
11003,Master,Relationship,25130.0,2,"(40,50]",1,270,50,0,5,0.7142857142857143
10402,Graduation,Relationship,35441.0,2,"(50, 60]",2,500,39,0,4,6.714285714285714
9904,Graduation,Relationship,71391.0,5,"(60, 70]",1,457,1043,0,23,3.5714285714285716
6141,Master,Single,49494.0,2,"(50, 60]",1,430,385,0,12,3.2857142857142856
5687,Graduation,Single,81702.0,1,"(40,50]",0,644,1633,0,26,7.0
10856,Master,Single,45889.0,1,"(40,50]",1,362,46,0,4,3.0
5121,Graduation,Single,56628.0,2,"(40,50]",1,100,761,1,18,2.142857142857143
4186,Graduation,Relationship,34026.0,3,70,2,328,76,0,6,0.7857142857142857
368,Graduation,Relationship,40049.0,3,"(40,50]",1,577,290,0,11,4.357142857142857
3312,Graduation,Single,34176.0,4,"(30,40]",1,48,89,0,7,0.8571428571428571
11121,Graduation,Relationship,19419.0,4,"(40,50]",1,596,70,0,7,5.428571428571429
5332,Master,Relationship,82504.0,1,"(60, 70]",0,337,1066,0,16,0.14285714285714285
5848,Graduation,Relationship,81205.0,1,"(50, 60]",0,167,2009,4,18,3.0714285714285716
10343,Master,Single,61618.0,2,"(30,40]",0,638,1345,0,17,1.9285714285714286
5935,Master,Single,55284.0,3,"(60, 70]",1,552,764,0,20,4.285714285714286
2895,Graduation,Single,49980.0,2,"(60, 70]",1,249,195,0,9,5.642857142857143
10262,Graduation,Relationship,15072.0,4,"(40,50]",2,415,53,0,7,6.857142857142857
7848,Graduation,Single,49166.0,2,"(40,50]",1,381,368,0,11,1.2142857142857142
9477,PhD,Relationship,65324.0,3,"(60, 70]",1,169,544,0,17,0.0
4856,Master,Relationship,82347.0,1,"(60, 70]",0,600,1853,2,24,2.7142857142857144
7186,PhD,Relationship,30843.0,2,"(50, 60]",2,34,35,1,4,3.0714285714285716
5794,PhD,Relationship,46374.0,3,"(40,50]",1,104,446,3,15,0.07142857142857142
1456,Graduation,Single,60474.0,7,"(40,50]",1,454,1180,0,24,1.7857142857142858
4877,Master,Relationship,38576.0,1,"(50, 60]",1,117,41,0,4,0.14285714285714285
425,Graduation,Relationship,55357.0,3,"(30,40]",2,495,727,0,19,4.714285714285714
3007,Graduation,Relationship,37758.0,2,"(50, 60]",2,633,40,0,4,3.5
1031,Master,Relationship,85710.0,1,"(30,40]",0,420,1062,1,25,0.35714285714285715
4297,Graduation,Relationship,23228.0,2,"(50, 60]",1,154,40,0,5,5.071428571428571
807,Master,Relationship,44602.0,6,"(50, 60]",2,134,292,0,11,2.5
9553,Graduation,Relationship,7500.0,1,"(30,40]",0,536,15,0,3,6.714285714285714
4271,Master,Relationship,38683.0,6,"(30,40]",1,633,341,0,11,5.714285714285714
4120,Master,Single,49514.0,2,"(40,50]",1,194,369,0,11,4.357142857142857
2036,PhD,Relationship,57906.0,3,"(50, 60]",1,383,401,0,14,2.0714285714285716
115,Master,Single,43456.0,3,"(50, 60]",1,460,393,0,14,0.0
4259,Master,Single,19485.0,1,"(30,40]",2,278,10,0,3,5.714285714285714
8687,Graduation,Relationship,53172.0,3,"(40,50]",1,419,486,0,13,3.857142857142857
2447,Graduation,Relationship,30545.0,2,"(40,50]",1,620,69,0,5,5.071428571428571
10140,PhD,Relationship,70123.0,1,"(40,50]",0,274,1727,2,16,1.9285714285714286
9353,Graduation,Single,62450.0,2,"(60, 70]",1,174,995,1,14,4.357142857142857
3623,Graduation,Relationship,21675.0,3,"(40,50]",1,18,45,0,7,3.9285714285714284
738,Master,Single,42395.0,4,"(40,50]",2,86,182,0,8,2.5
7631,Master,Relationship,61346.0,1,"(40,50]",1,266,989,0,22,2.4285714285714284
4789,Graduation,Relationship,80812.0,1,70,0,285,1677,3,17,6.785714285714286
773,Master,Single,42835.0,7,"(50, 60]",2,364,595,0,16,4.571428571428571
10602,Graduation,Relationship,39922.0,2,"(40,50]",1,500,156,0,7,2.142857142857143
1446,Master,Single,86424.0,1,"(60, 70]",0,85,1226,0,27,0.8571428571428571
3270,Master,Relationship,17117.0,4,"(40,50]",1,528,128,0,7,6.857142857142857
8443,Graduation,Single,24762.0,3,"(50, 60]",1,139,86,2,6,1.1428571428571428
9653,Graduation,Relationship,35797.0,2,"(40,50]",1,621,68,0,5,1.1428571428571428
8916,Graduation,Single,36627.0,1,"(40,50]",2,341,16,0,3,5.571428571428571
8017,Master,Relationship,51111.0,2,"(40,50]",2,10,55,0,5,5.928571428571429
5830,PhD,Single,86857.0,1,"(50, 60]",0,655,2114,1,21,6.857142857142857
4597,PhD,Relationship,82072.0,1,"(50, 60]",0,362,2018,0,18,4.785714285714286
7023,PhD,Single,46231.0,4,70,3,580,263,0,11,6.214285714285714
8086,Graduation,Relationship,42243.0,2,"(60, 70]",2,200,55,0,5,2.4285714285714284
8825,Graduation,Relationship,51195.0,8,"(60, 70]",2,454,564,0,16,3.2857142857142856
2930,Master,Single,68092.0,2,"(40,50]",0,195,1281,0,18,0.5
1928,Graduation,Relationship,31814.0,2,"(50, 60]",1,505,83,1,5,5.214285714285714
7108,Master,Single,51390.0,6,"(50, 60]",2,659,353,0,12,3.857142857142857
10925,Graduation,Relationship,76630.0,1,"(40,50]",0,166,1003,0,24,6.642857142857143
9960,Basic,Single,26868.0,1,"(30,40]",1,60,14,0,3,3.7142857142857144
8800,PhD,Single,48948.0,2,70,0,513,902,2,22,3.7857142857142856
9224,PhD,Single,55260.0,2,"(50, 60]",1,564,1139,0,23,5.785714285714286
5519,Graduation,Relationship,64090.0,1,"(60, 70]",1,326,797,1,19,0.5714285714285714
5046,Graduation,Single,78331.0,2,"(60, 70]",1,157,1638,0,23,6.928571428571429
7037,PhD,Relationship,37087.0,3,"(40,50]",1,322,401,0,14,3.5714285714285716
905,Graduation,Single,21846.0,4,"(30,40]",1,250,84,0,7,2.7142857142857144
8624,Graduation,Relationship,81320.0,1,"(60, 70]",0,508,928,0,17,4.357142857142857
8945,Graduation,Single,54137.0,2,"(50, 60]",1,317,203,0,9,3.2857142857142856
6445,Graduation,Relationship,66825.0,1,"(50, 60]",0,350,858,0,15,5.214285714285714
2727,Graduation,Relationship,57100.0,1,"(50, 60]",0,207,409,0,12,1.3571428571428572
6404,Graduation,Relationship,58917.0,5,"(50, 60]",3,462,282,0,11,0.7142857142857143
11074,Graduation,Single,85072.0,1,"(40,50]",0,81,1423,0,17,6.714285714285714
10150,Graduation,Single,86429.0,0,"(60, 70]",0,220,1449,2,18,0.7142857142857143
1968,Graduation,Single,45684.0,1,"(50, 60]",1,209,28,0,3,2.642857142857143
6534,Graduation,Relationship,47889.0,1,"(40,50]",1,176,67,0,5,6.714285714285714
9485,PhD,Relationship,45921.0,1,"(30,40]",0,111,199,0,9,1.6428571428571428
7053,PhD,Single,78420.0,1,"(50, 60]",0,365,1453,0,21,5.357142857142857
4654,Graduation,Relationship,75114.0,1,"(30,40]",0,234,1253,0,18,2.857142857142857
9760,PhD,Single,52278.0,6,"(60, 70]",1,520,1198,1,25,1.7142857142857142
1048,Master,Relationship,35641.0,2,"(50, 60]",1,350,178,1,8,0.7857142857142857
10619,Graduation,Single,95529.0,1,"(0,30]",0,573,1990,2,17,2.0714285714285716
9308,Graduation,Relationship,62820.0,1,"(60, 70]",0,414,976,0,13,3.642857142857143
10505,Master,Relationship,73113.0,1,"(60, 70]",0,185,1001,0,14,6.142857142857143
8362,PhD,Relationship,84169.0,1,"(40,50]",0,326,1919,3,19,0.6428571428571429
2625,Master,Single,42607.0,2,"(60, 70]",1,224,350,0,12,2.142857142857143
4637,PhD,Single,74637.0,1,"(60, 70]",0,407,1650,1,24,5.214285714285714
9972,PhD,Relationship,46015.0,1,"(60, 70]",2,77,46,2,4,1.7857142857142858
4483,Graduation,Single,72354.0,1,"(30,40]",0,438,1228,0,18,4.785714285714286
4487,Master,Single,39858.0,1,"(50, 60]",1,521,95,1,6,4.785714285714286
4988,PhD,Relationship,34469.0,3,70,2,56,62,0,6,4.142857142857143
8931,Graduation,Relationship,83033.0,1,"(30,40]",1,42,1761,1,25,5.857142857142857
5871,Master,Relationship,24401.0,3,"(40,50]",0,667,467,0,13,7.0
2008,Graduation,Relationship,77583.0,1,"(40,50]",0,139,1149,1,18,6.642857142857143
3139,Master,Single,74116.0,1,"(40,50]",0,181,2052,1,18,3.7857142857142856
10037,Graduation,Single,74293.0,1,"(30,40]",0,56,1127,0,15,4.714285714285714
10673,PhD,Relationship,68397.0,1,"(40,50]",1,224,1416,0,20,0.42857142857142855
5303,PhD,Relationship,79632.0,1,"(40,50]",0,82,1113,0,19,3.0
538,Graduation,Single,46107.0,1,"(30,40]",1,139,125,0,6,5.571428571428571
7922,PhD,Single,64950.0,2,70,1,686,966,1,23,2.0714285714285716
5692,Basic,Relationship,25443.0,1,"(30,40]",1,554,32,0,4,5.857142857142857
4843,Graduation,Single,75127.0,1,70,0,38,833,0,18,6.571428571428571
6383,PhD,Relationship,32892.0,2,"(50, 60]",1,35,46,0,6,5.571428571428571
1628,Graduation,Relationship,71796.0,1,"(50, 60]",0,248,960,0,16,3.857142857142857
1204,PhD,Relationship,67536.0,3,"(50, 60]",1,403,1829,1,27,3.2142857142857144
3673,Graduation,Single,55239.0,3,"(50, 60]",1,350,779,0,23,4.214285714285714
760,PhD,Single,60554.0,2,"(40,50]",1,324,811,0,21,0.5714285714285714
8957,Master,Single,64831.0,8,70,2,384,1120,0,14,3.642857142857143
4128,PhD,Relationship,56067.0,2,"(60, 70]",1,344,725,0,18,3.642857142857143
6810,Graduation,Single,82025.0,1,"(40,50]",0,397,1187,2,11,5.428571428571429
5386,Graduation,Relationship,94384.0,0,70,0,482,2302,4,18,4.428571428571429
8700,Basic,Single,14906.0,3,"(30,40]",0,554,66,0,6,6.142857142857143
3202,PhD,Relationship,51563.0,1,"(30,40]",0,636,1250,2,18,4.285714285714286
1328,Master,Relationship,57937.0,3,"(40,50]",1,133,683,0,17,4.0
8405,Graduation,Single,68274.0,2,"(40,50]",2,272,305,0,11,5.928571428571429
6515,Graduation,Relationship,39771.0,1,"(40,50]",1,205,50,0,5,6.571428571428571
2882,Master,Single,67893.0,2,"(40,50]",1,636,995,0,14,2.2142857142857144
7574,PhD,Relationship,27922.0,1,"(40,50]",1,50,41,0,5,5.714285714285714
6387,PhD,Relationship,52190.0,3,"(40,50]",2,52,77,1,6,2.7857142857142856
5320,Master,Single,44051.0,4,"(50, 60]",2,516,171,1,8,1.4285714285714286
5048,PhD,Single,42767.0,1,"(50, 60]",2,414,131,0,6,3.7857142857142856
8146,Master,Relationship,46106.0,1,"(40,50]",2,49,54,0,4,6.0
10031,PhD,Relationship,16927.0,5,"(40,50]",2,504,53,0,7,3.5714285714285716
5748,Graduation,Relationship,59754.0,3,"(50, 60]",1,575,475,1,13,6.857142857142857
2134,Graduation,Single,53700.0,4,70,1,681,694,0,18,6.714285714285714
1523,Graduation,Relationship,59041.0,2,"(50, 60]",2,53,96,0,6,1.7857142857142858
9665,PhD,Single,54237.0,4,"(60, 70]",1,428,361,0,12,3.4285714285714284
4640,Graduation,Single,70647.0,2,"(50, 60]",1,646,1079,0,24,4.642857142857143
